title,author,duration_hours,file_size_mb
"All of Us Villains","Amanda Foody",12.8524836111111,700.345812797546
"All of the Marvels","Douglas Wolk",12.4563883333333,390.205369949341
"All the Agents and Saints","Stephanie Elizondo Griest",13.0811416666667,356.801846504211
"All the Knowledge in the World","Tim Bentinck",11.8974011111111,326.775319099426
"All the Kremlin's Men","Mikhail Zygar",16.2174819444444,692.224786758423
"All the Lives We Ever Lived","Katharine Smyth",8.80842555555556,243.147653579712
"All the Quiet Places","Brian Thomas Isaac",7.47680972222222,205.357836723328
"All the Single Ladies","Rebecca Traister",11.6652508333333,320.821885108948
"All the Water in the World","Eiren Caffall",8.70414444444444,248.698092460632
"All the Women in My Brain","Betty Gilpin",8.20530611111111,230.307469367981
"All the Worst Humans","Phil Elwood",6.70108916666667,372.846617698669
"All the beauty in the world","Patrick Bringley",6.06306416666667,335.676484107971
"Alles über Liebe","bell hooks",6.50133861111111,177.155479431152
Allotropes,"Laurence E. Dahners",7.51446111111111,204.461608886719
"Allow Me to Retort","Elie Mystal",8.63324666666667,416.826477050781
Almond,"Won-Pyung Sohn",4.87366527777778,169.678369522095
"Alone (1 of 2) [Dramatized Adaptation]",GraphicAudio,6.48828694444444,718.828753471375
"Alone (2 of 2) [Dramatized Adaptation]",GraphicAudio,5.96319611111111,661.147618293762
"Alone Together","Sherry Turkle",14.7639438888889,452.663895606995
"Alone on the Wall","Alex Honnold",8.78118,478.7975025177
"Along Came a Llama","Narrator Julie Maisey",7.91172777777778,217.904413223267
"Altered Carbon","Richard K. Morgan",17.2477694444444,469.958462715149
"Am I Alone Here?","Peter Orner",6.86201166666667,200.654782295227
"Am I Normal?","Sarah Chayes",8.45321,232.45133972168
"America Ascendant","Dennis M Spragg",13.4326230555556,732.339765548706
"America for Americans","Erika Lee",13.2560719444444,507.791235923767
"America's Good Terrorist","Charles P. Poland Jr.",16.5670958333333,902.806778907776
"American Animals","Eric Borsuk",3.8978675,212.531939506531
"American Baby","Gabrielle Glaser",10.6326930555556,265.868458747864
"American Bulk","Emily Mester",7.64760305555555,214.635582923889
"American Cuisine","Paul Freedman",14.1465444444444,771.546648025513
"American Gods: The Tenth Anniversary Edition (A Full Cast Production)","Neil Gaiman",19.7036913888889,542.324076652527
"American Gun","Zusha Elinson",14.7786491666667,405.956339836121
"American Holocaust","David E. Stannard",14.30437,524.696477890015
"American Indian Stories","Zitkala-S̈a",3.59260416666667,98.0449752807617
"American Islamophobia","Khaled A. Beydoun",7.02651027777778,210.265471458435
"American Kingpin","Nick Bilton",12.23772,471.94570350647
"American Kleptocracy","Casey Michel",9.67509472222222,332.982489585876
"American Pastoral","Philip Roth",18.0238613888889,345.175982475281
"American Poison","Eduardo Porter",7.24015416666667,173.484403610229
"American Prometheus","Jeff Cummings (narrator)",26.5495425,1461.24732780457
"American Psycho","Bret Easton Ellis",16.4875611111111,449.268515586853
"American Psychosis","David Corn",17.5442991666667,481.936944961548
"American Psychosis","E. Fuller Torrey",9.81107611111111,267.354152679443
"American Seoul","Helena Rho",7.86708805555556,428.929562568665
"American Sirens","Kevin Hazzard",9.57282527777778,262.9607629776
"American Street","Ibi Zoboi",8.58108888888889,314.409660339355
"American Sutra","Mr Duncan Williams",9.45115388888889,262.681629180908
Amerika,"Franz Kafka",9.67011888888889,227.779313087463
Ammonite,"Nicola Griffith",13.4954580555556,735.379985809326
"Among the Beasts & Briars","Ashley Poston",8.20780111111111,225.437002182007
Amrita,"Banana Yoshimoto",12.7857341666667,236.754838943481
"Amritsar 1919","Kim A. Wagner",13.1175980555556,689.936626434326
"Amusing Ourselves to Death","Neil Postman",4.82761,165.241802215576
"An Absolutely Remarkable Thing","Hank Green",9.42985583333333,256.974390029907
"An Academy for Liars","Alexis Henderson",13.3776863888889,384.307168960571
"An African American and Latinx History of the United States","Paul Ortiz",9.07869444444444,305.470878601074
"An American Marriage","Tayari Jones",9.00166861111111,298.226886749268
"An American Sickness","Elisabeth Rosenthal",13.6330997222222,389.189257621765
"An Amerikan Family","Adam Lazarre-White",11.7942033333333,323.976464271545
"An Anatomy of Pain","Abdul-Ghaaliq Lalkhen",9.07964083333333,279.06680393219
"An Artist of the Floating World","Kazuo Ishiguro",6.38493,96.0817127227783
"An Autobiographical Study and The Future of an Illusion","Sigmund Freud",5.03467972222222,274.38174533844
"An Autobiography of Trauma: A Healing Journey","Peter A. Levine",6.49757472222222,363.081701278687
"An Elephant in My Kitchen","Françoise Malby-Anthony",8.41574472222222,464.119354248047
"An Ember in the Ashes","Sabaa Tahir",15.3780066666667,422.452154159546
"An Ethical Guide to Murder","Jenny Morris",12.7155944444444,356.804662704468
"An Excess Male","Maggie Shen King",14.0014847222222,384.618946075439
"An Extra Pair of Hands","Kate Mosse",4.22261944444444,230.238065719604
